Name,Team,Position,Year,Level,Age,FV,IDfg,Hit,Game,Raw,Spd,FB,SL,CMD,CB,CH,2022_Composite,2022_Rank,2022_Value,2023_Composite,2023_Rank,2023_Value,2024_Composite,2024_Rank,2024_Value,2025_Composite,2025_Rank,2025_Value,has_mlb
Coby Mayo,BAL,RF,2022,MLB,20.6416666,50,28312,35 / 55,30 / 60,50 / 70,50 / 40,,,,,,76.66666666666667,84.0,31240000.000000004,,,,,,,,,,True
Jackson Chourio,MIL,CF,2022,MLB,18.3888888,45,28806,20 / 60,20 / 45,40 / 50,60 / 60,,,,,,166.0,371.0,14580000.0,,,,,,,,,,True
Jackson Merrill,SDP,SS,2022,MLB,19.2833333,45,29490,25 / 55,20 / 40,30 / 45,50 / 45,,,,,,230.3333333333333,230.0,17400000.0,,,,,,,,,,True
James Wood,SDP,CF,2022,MLB,19.8722222,50,29518,20 / 50,20 / 60,60 / 70,60 / 50,,,,,,135.5,159.0,25877500.0,,,,,,,,,,True
Ryan Bliss,ARI,2B,2022,MLB,22.6333333,40,29547,35 / 50,30 / 40,45 / 45,55 / 55,,,,,,312.5,335.0,5737500.0,,,,,,,,,,False
Adrian Del Castillo,ARI,C,2022,MLB,22.8444444,40+,29554,35 / 55,30 / 40,45 / 45,30 / 30,,,,,,424.0,454.0,4845000.0,,,,,,,,,,True
Trey Sweeney,NYY,3B,2022,MLB,22.2694444,45,29575,35 / 50,35 / 55,55 / 60,40 / 40,,,,,,96.0,133.0,19340000.0,,,,,,,,,,True
Colton Cowser,BAL,CF,2022,MLB,22.3638888,50,29591,35 / 70,30 / 45,40 / 45,55 / 55,,,,,,73.44444444444444,56.0,37400000.0,,,,,,,,,,True
Connor Norby,BAL,2B,2022,MLB,22.1472222,40+,29592,35 / 55,30 / 45,40 / 45,50 / 50,,,,,,200.0,227.0,6547500.0,,,,,,,,,,True
Henry Davis,PIT,C,2022,MLB,22.8611111,55,29617,35 / 50,35 / 70,70 / 70,40 / 40,,,,,,37.77777777777778,28.0,59400000.0,,,,,,,,,,True
Sal Frelick,MIL,CF,2022,MLB,22.2833333,45+,29622,35 / 60,30 / 45,40 / 45,60 / 60,,,,,,97.28571428571428,96.0,20800000.0,,,,,,,,,,True
Matt McLain,CIN,SS,2022,MLB,22.9861111,45,29695,35 / 60,30 / 40,45 / 45,60 / 60,,,,,,112.85714285714286,100.0,20160000.0,,,,,,,,,,True
Hunter Goodman,COL,C,2022,MLB,22.8138888,40,29715,30 / 40,35 / 55,60 / 60,30 / 30,,,,,,494.0,509.0,4500000.0,,,,,,,,,,True
Zack Gelof,OAK,3B,2022,MLB,22.7833333,45+,29766,35 / 60,30 / 45,50 / 50,50 / 50,,,,,,177.0,201.0,17980000.0,,,,,,,,,,True
Niko Kavadas,BOS,DH,2022,MLB,23.7611111,40,29782,35 / 45,55 / 60,65 / 65,30 / 30,,,,,,429.0,457.0,4822500.0,,,,,,,,,,False
Kyle Manzardo,TBR,1B,2022,MLB,22.0361111,40,29794,35 / 70,30 / 40,45 / 45,40 / 40,,,,,,348.5,354.0,5595000.0,,,,,,,,,,True
Tyler Black,MIL,2B,2022,MLB,22.0138888,40+,29949,35 / 60,40 / 45,45 / 50,45 / 45,,,,,,290.5,316.0,5880000.0,,,,,,,,,,False
Jordan Lawlar,ARI,SS,2022,MLB,20.0388888,50,29976,20 / 55,20 / 50,45 / 50,60 / 60,,,,,,38.55555555555556,31.0,42900000.0,,,,,,,,,,False
Oscar Colas,CHW,RF,2022,MLB,23.8722222,45,30162,35 / 50,35 / 55,60 / 60,40 / 40,,,,,,237.5,278.0,16439999.999999998,,,,,,,,,,False
Heston Kjerstad,BAL,RF,2022,MLB,23.4694444,45,31166,30 / 50,35 / 60,55 / 60,50 / 40,,,,,,145.25,170.0,18600000.0,,,,,,,,,,True
Tyler Callihan,CIN,2B,2022,AAA,22.1083333,45,sa1169610,35 / 55,30 / 50,55 / 55,30 / 30,,,,,,314.5,338.0,15240000.0,,,,,,,,,,False
Bryce Ball,CHC,1B,2022,,24.0638888,40,sa1170451,30 / 45,35 / 60,70 / 70,40 / 40,,,,,,357.5,360.0,5550000.0,,,,,,,,,,False
Mason Martin,PIT,1B,2022,,23.1638888,40,sa3004885,30 / 35,45 / 55,70 / 70,40 / 40,,,,,,271.0,301.0,5992499.999999999,,,,,,,,,,False
Miguel Hiraldo,TOR,3B,2022,,21.9055555,40,sa3005486,30 / 50,30 / 50,50 / 55,50 / 40,,,,,,499.0,515.0,4500000.0,,,,,,,,,,False
Allan Cerda,CIN,RF,2022,AAA,22.6861111,45+,sa3005504,30 / 40,35 / 60,60 / 70,50 / 50,,,,,,344.5,350.0,15000000.0,,,,,,,,,,False
Gilberto Jimenez,BOS,CF,2022,,22.0638888,45,sa3005507,35 / 55,30 / 35,45 / 50,70 / 70,,,,,,292.0,271.0,16580000.0,,,,,,,,,,False
Jorbit Vivas,LAD,2B,2022,AAA,21.3944444,45,sa3005511,35 / 60,30 / 40,35 / 40,45 / 45,,,,,,232.0,237.0,17260000.0,,,,,,,,,,False
Alexfri Planez,CLE,RF,2022,,20.9555555,35+,sa3005515,30 / 35,35 / 55,55 / 60,45 / 45,,,,,,371.0,520.0,1500000.0,,,,,,,,,,False
Luis Toribio,SFG,3B,2022,,21.8416666,40+,sa3005541,30 / 50,30 / 55,55 / 60,40 / 30,,,,,,302.6666666666667,295.0,6037499.999999999,,,,,,,,,,False
Eddys Leonard,LAD,3B,2022,AAA,21.725,40,sa3005554,50 / 50,30 / 35,40 / 40,45 / 45,,,,,,127.0,120.0,7350000.0,,,,,,,,,,False
Alberto Rodriguez,SEA,RF,2022,,21.8194444,40,sa3005603,30 / 40,35 / 55,55 / 60,40 / 40,,,,,,202.0,423.0,5077499.999999999,,,,,,,,,,False
Felix Valerio,MIL,2B,2022,,21.5972222,45,sa3005613,35 / 70,30 / 40,30 / 30,45 / 45,,,,,,253.3333333333333,267.0,16660000.0,,,,,,,,,,False
Heriberto Hernandez,TBR,LF,2022,AAA,22.625,50,sa3005630,35 / 55,35 / 55,55 / 60,30 / 30,,,,,,180.66666666666663,243.0,23567500.0,,,,,,,,,,False
Anthony Garcia,NYY,RF,2022,,21.9055555,40,sa3005924,30 / 40,35 / 60,70 / 80,50 / 40,,,,,,227.5,268.0,6240000.0,,,,,,,,,,False
George Valera,CLE,RF,2022,AAA,21.7166666,50,sa3006872,30 / 40,45 / 60,55 / 60,50 / 50,,,,,,52.44444444444444,43.0,40260000.0,,,,,,,,,,False
Jeremiah Jackson,LAA,SS,2022,AA,22.3472222,40+,sa3007740,30 / 35,35 / 55,55 / 60,55 / 55,,,,,,294.0,380.0,5400000.0,,,,,,,,,,False
Connor Scott,PIT,RF,2022,,22.8138888,40,sa3008080,30 / 35,30 / 40,50 / 55,55 / 55,,,,,,407.0,447.0,4897500.0,,,,,,,,,,False
Korry Howell,SDP,CF,2022,,23.9166666,40,sa3008238,30 / 35,35 / 40,50 / 50,70 / 70,,,,,,404.0,446.0,4904999.999999999,,,,,,,,,,False
Diego Cartaya,LAD,C,2022,AAA,20.9,50,sa3008742,30 / 45,35 / 60,50 / 60,40 / 30,,,,,,75.88888888888889,54.0,37840000.0,,,,,,,,,,False
Misael Urbina,MIN,LF,2022,A+,20.2611111,40+,sa3008743,30 / 55,30 / 50,45 / 50,50 / 50,,,,,,339.0,504.0,4500000.0,,,,,,,,,,False
Antonio Gomez,NYY,C,2022,A+,20.7166666,45+,sa3008746,30 / 45,30 / 40,45 / 50,40 / 30,,,,,,398.0,530.0,12000000.0,,,,,,,,,,False
Alexander Ramirez,LAA,RF,2022,A,19.9222222,35+,sa3008757,20 / 40,25 / 60,55 / 70,55 / 50,,,,,,189.3333333333333,198.0,2255000.0,,,,,,,,,,False
Warming Bernabel,COL,3B,2022,AA,20.1527777,45,sa3008761,35 / 55,35 / 50,45 / 50,40 / 40,,,,,,333.0,417.0,13660000.000000002,,,,,,,,,,False
Brainer Bonaci,BOS,3B,2022,,20.0611111,40,sa3008836,25 / 55,20 / 40,45 / 50,40 / 30,,,,,,384.0,526.0,4500000.0,,,,,,,,,,False
Alex De Jesus,LAD,3B,2022,AA,20.3583333,35+,sa3008842,30 / 35,35 / 55,50 / 60,40 / 30,,,,,,334.0,498.0,1505000.0,,,,,,,,,,False
Jose Ramos,LAD,RF,2022,AA,21.5833333,45+,sa3008845,30 / 45,35 / 60,60 / 65,50 / 45,,,,,,238.3333333333333,255.0,16900000.0,,,,,,,,,,False
Alexander Vargas,NYY,SS,2022,AA,20.7555555,45,sa3008851,30 / 55,30 / 45,35 / 50,60 / 60,,,,,,272.75,332.0,15360000.0,,,,,,,,,,False
Brayan Buelvas,OAK,CF,2022,AA,20.1472222,45,sa3008868,25 / 60,20 / 40,40 / 45,60 / 55,,,,,,318.0,340.0,15200000.0,,,,,,,,,,False
Euribiel Angeles,OAK,3B,2022,AA,20.2222222,40,sa3008877,25 / 55,20 / 45,40 / 45,50 / 50,,,,,,321.0,321.0,5842500.0,,,,,,,,,,False
Maikol Escotto,PIT,2B,2022,A+,20.1583333,40+,sa3008878,20 / 45,25 / 55,50 / 60,50 / 50,,,,,,339.0,346.0,5655000.0,,,,,,,,,,False
Yohendrick Pinango,CHC,LF,2022,AA,20.2333333,40,sa3009539,25 / 60,20 / 40,50 / 55,55 / 50,,,,,,392.0,376.0,5430000.0,,,,,,,,,,False
Will Wilson,SFG,2B,2022,AAA,24.0277777,40,sa3009871,35 / 40,40 / 45,50 / 50,40 / 40,,,,,,430.5,394.0,5295000.0,,,,,,,,,,False
Aaron Bracho,CLE,2B,2022,AA,21.2694444,35+,sa3010018,30 / 35,35 / 50,60 / 60,40 / 40,,,,,,268.0,298.0,2005000.0,,,,,,,,,,False
Jairo Pomares,SFG,RF,2022,AA,21.9916666,45,sa3010023,30 / 45,35 / 50,50 / 55,55 / 50,,,,,,115.16666666666669,118.0,19640000.0,,,,,,,,,,False
Colin Barber,HOU,CF,2022,AA,21.6583333,45,sa3010696,35 / 70,30 / 45,45 / 50,60 / 60,,,,,,311.0,406.0,13879999.999999998,,,,,,,,,,False
Keoni Cavaco,MIN,3B,2022,CPX,21.1638888,35+,sa3010706,30 / 35,35 / 55,55 / 60,60 / 60,,,,,,500.0,516.0,1500000.0,,,,,,,,,,False
Hudson Head,PIT,CF,2022,A+,21.3138888,40,sa3010889,30 / 40,30 / 45,45 / 50,60 / 60,,,,,,365.5,337.0,5722500.0,,,,,,,,,,False
Hunter Bishop,SFG,LF,2022,AAA,24.1,35+,sa3011413,30 / 40,35 / 55,70 / 70,55 / 55,,,,,,155.8,145.0,2387500.0,,,,,,,,,,False
Willy Vasquez,TBR,CF,2022,AA,20.9027777,45,sa3011821,35 / 60,30 / 45,55 / 60,55 / 50,,,,,,413.5,382.0,14360000.0,,,,,,,,,,False
Gage Workman,DET,SS,2022,AA,22.7694444,40+,sa3014441,30 / 35,30 / 50,50 / 55,50 / 50,,,,,,263.3333333333333,255.0,6337500.0,,,,,,,,,,False
Trevor Hauver,TEX,LF,2022,AAA,23.6972222,35+,sa3014448,30 / 40,35 / 45,50 / 50,40 / 40,,,,,,361.3333333333333,357.0,1857500.0,,,,,,,,,,False
Hudson Haskin,BAL,CF,2022,AAA,23.5861111,40,sa3014449,35 / 55,30 / 40,50 / 50,60 / 60,,,,,,304.5,328.0,5790000.0,,,,,,,,,,False
Isaiah Greene,CLE,CF,2022,A+,20.9222222,40+,sa3014460,30 / 40,30 / 50,45 / 60,60 / 60,,,,,,199.8,179.0,6907500.0,,,,,,,,,,False
Petey Halpin,CLE,CF,2022,AA,20.1805555,45,sa3014461,35 / 60,30 / 40,35 / 45,60 / 60,,,,,,345.0,351.0,14980000.0,,,,,,,,,,False
Owen Caissie,CHC,LF,2022,AAA,20.0638888,50,sa3014465,20 / 40,25 / 60,55 / 65,40 / 30,,,,,,105.66666666666669,125.0,26812500.0,,,,,,,,,,False
Aaron Sabato,MIN,1B,2022,AA,23.1583333,40,sa3014494,30 / 45,40 / 55,60 / 60,30 / 30,,,,,,277.5,306.0,5955000.0,,,,,,,,,,False
Freddy Zamora,MIL,SS,2022,AAA,23.75,40+,sa3014500,35 / 60,30 / 35,40 / 40,60 / 60,,,,,,312.0,477.0,4672500.0,,,,,,,,,,False
Zac Veen,COL,RF,2022,AAA,20.6361111,50,sa3014516,30 / 45,35 / 60,55 / 70,60 / 55,,,,,,24.88888888888889,17.0,45980000.00000001,,,,,,,,,,False
Austin Hendrick,CIN,RF,2022,AA,21.1277777,40+,sa3014521,20 / 40,25 / 55,60 / 60,50 / 45,,,,,,162.33333333333334,171.0,6967500.0,,,,,,,,,,False
Jordan Nwogu,CHC,CF,2022,A+,23.3916666,35+,sa3014530,30 / 35,30 / 50,55 / 60,55 / 55,,,,,,286.5,311.0,1972500.0,,,,,,,,,,False
Blaze Jordan,BOS,1B,2022,AA,19.6166666,40+,sa3014537,25 / 55,30 / 55,55 / 60,35 / 30,,,,,,108.2,119.0,7357500.0,,,,,,,,,,False
Ed Howard,CHC,SS,2022,AAA,20.5083333,45,sa3014540,30 / 45,30 / 45,40 / 45,50 / 50,,,,,,314.5,285.0,16299999.999999998,,,,,,,,,,False
Roberto Campos,DET,RF,2022,A+,19.1305555,40,sa3014683,20 / 50,25 / 55,55 / 60,45 / 40,,,,,,291.5,318.0,5865000.0,,,,,,,,,,False
Arol Vera,LAA,SS,2022,A+,19.8861111,45,sa3014687,20 / 50,20 / 40,45 / 55,50 / 50,,,,,,210.0,220.0,17600000.0,,,,,,,,,,False
Jose Salas,MIA,SS,2022,A+,19.2638888,50,sa3014690,25 / 60,20 / 50,45 / 55,55 / 50,,,,,,152.0,164.0,25740000.0,,,,,,,,,,False
Ian Lewis,MIA,2B,2022,CPX,19.4916666,45+,sa3014691,20 / 45,20 / 55,45 / 60,70 / 70,,,,,,248.66666666666663,243.0,17140000.0,,,,,,,,,,False
Hedbert Perez,MIL,LF,2022,A+,19.325,40+,sa3014692,20 / 40,25 / 55,55 / 60,55 / 45,,,,,,57.75,93.0,7980000.0,,,,,,,,,,False
Robert Puason,OAK,SS,2022,A,19.8888888,35+,sa3014697,20 / 30,20 / 45,45 / 60,50 / 50,,,,,,251.0,246.0,2135000.0,,,,,,,,,,False
Reginald Preciado,CHC,3B,2022,A,19.2083333,40+,sa3014702,20 / 40,20 / 60,45 / 60,40 / 40,,,,,,91.71428571428572,97.0,7740000.0,,,,,,,,,,False
Ismael Mena,CHC,CF,2022,A,19.6694444,35+,sa3014703,25 / 55,20 / 40,40 / 50,60 / 60,,,,,,313.5,336.0,1910000.0,,,,,,,,,,False
Aeverson Arteaga,SFG,SS,2022,A+,19.375,45,sa3014707,20 / 40,25 / 45,40 / 45,60 / 60,,,,,,177.5,182.0,18360000.0,,,,,,,,,,False
Maximo Acosta,TEX,SS,2022,AA,19.7555555,40+,sa3014711,25 / 55,20 / 40,40 / 50,50 / 45,,,,,,297.0,290.0,6075000.0,,,,,,,,,,False
Estiven Machado,TOR,2B,2022,,19.825,40,sa3014715,25 / 60,20 / 30,30 / 40,55 / 55,,,,,,390.0,439.0,4957500.0,,,,,,,,,,False
Roismar Quintana,WSN,RF,2022,A+,19.4861111,35+,sa3014718,20 / 50,20 / 50,55 / 60,55 / 50,,,,,,380.0,432.0,1669999.9999999998,,,,,,,,,,False
Yoelqui Cespedes,CHW,CF,2022,ST,24.8527777,40,sa3015137,20 / 30,40 / 45,60 / 60,60 / 60,,,,,,225.5,235.0,6487500.0,,,,,,,,,,False
Deyvison De Los Santos,ARI,3B,2022,AAA,19.1111111,45,sa3015168,20 / 40,25 / 60,60 / 70,40 / 30,,,,,,175.0,200.0,18000000.0,,,,,,,,,,False
Yerlin Confidan,CIN,RF,2022,A,19.625,40+,sa3015176,20 / 35,25 / 60,60 / 70,50 / 40,,,,,,347.0,353.0,5602500.0,,,,,,,,,,False
Kala'i Rosario,MIN,LF,2022,AA,20.0805555,40,sa3015199,20 / 40,25 / 55,55 / 60,45 / 40,,,,,,380.0,370.0,5475000.0,,,,,,,,,,False
Jeferson Quero,MIL,C,2022,AAA,19.8138888,45,sa3015407,25 / 50,20 / 55,50 / 60,30 / 20,,,,,,261.0,293.0,16139999.999999998,,,,,,,,,,False
Yiddi Cappe,MIA,SS,2022,A+,19.9555555,45+,sa3015515,25 / 50,20 / 50,45 / 60,55 / 55,,,,,,312.5,387.0,14260000.0,,,,,,,,,,False
Yanquiel Fernandez,COL,LF,2022,AAA,19.5833333,40+,sa3015648,20 / 50,25 / 60,50 / 70,40 / 30,,,,,,312.0,407.0,5197500.0,,,,,,,,,,False
Wilman Diaz,LAD,SS,2022,A,18.7111111,40+,sa3015694,20 / 45,20 / 40,40 / 50,60 / 60,,,,,,142.6,136.0,7230000.0,,,,,,,,,,False
Cristian Hernandez,CHC,SS,2022,A+,18.6333333,45+,sa3015696,25 / 50,20 / 40,45 / 55,55 / 55,,,,,,68.66666666666667,83.0,22880000.0,,,,,,,,,,False
Cristian Santana,DET,SS,2022,A,18.6833333,45,sa3015697,25 / 60,25 / 50,40 / 50,50 / 45,,,,,,191.66666666666663,222.0,17560000.0,,,,,,,,,,False
Jhonny Piron,TBR,CF,2022,,18.1638888,35+,sa3015702,20 / 45,20 / 40,40 / 50,70 / 70,,,,,,398.0,442.0,1644999.9999999998,,,,,,,,,,False
Pedro Pineda,OAK,CF,2022,A,18.9027777,40,sa3015703,20 / 45,25 / 60,50 / 60,60 / 50,,,,,,256.5,288.0,6090000.0,,,,,,,,,,False
Victor Acosta,SDP,SS,2022,A+,18.1416666,40,sa3015705,20 / 45,20 / 45,35 / 50,60 / 60,,,,,,162.8,152.0,7110000.0,,,,,,,,,,False
Manuel Beltre,TOR,SS,2022,A,18.1444444,35+,sa3015710,25 / 55,20 / 40,40 / 45,55 / 55,,,,,,203.0,251.0,2122500.0,,,,,,,,,,False
Denzer Guzman,LAA,SS,2022,AA,18.4805555,40+,sa3015711,20 / 50,20 / 40,40 / 50,45 / 40,,,,,,399.0,379.0,5407500.0,,,,,,,,,,False
Maikol Hernandez,BAL,SS,2022,A,18.825,40,sa3015712,20 / 45,20 / 50,30 / 50,50 / 40,,,,,,367.0,367.0,5497500.0,,,,,,,,,,False
Samuel Zavala,SDP,RF,2022,A+,18.0444444,40+,sa3015718,25 / 60,20 / 45,40 / 50,50 / 50,,,,,,270.0,300.0,6000000.0,,,,,,,,,,False
Gabriel Gonzalez,SEA,RF,2022,A+,18.575,40,sa3015723,25 / 50,20 / 50,50 / 55,40 / 30,,,,,,163.66666666666666,193.0,6802500.0,,,,,,,,,,False
Hendry Mendez,MIL,CF,2022,A+,18.7333333,40,sa3015727,25 / 60,20 / 40,40 / 50,50 / 50,,,,,,186.0,221.0,6592500.0,,,,,,,,,,False
Fidel Montero,NYY,RF,2022,CPX,18.6166666,35+,sa3015856,20 / 45,25 / 55,55 / 70,60 / 50,,,,,,489.0,504.0,1500000.0,,,,,,,,,,False
Rayne Doncon,LAD,2B,2022,A+,18.8583333,45+,sa3016720,25 / 60,20 / 55,40 / 55,45 / 40,,,,,,305.0,470.0,12600000.0,,,,,,,,,,False
Carlos Jorge,CIN,2B,2022,A+,18.8583333,35+,sa3016722,25 / 60,20 / 30,20 / 35,55 / 60,,,,,,230.0,271.0,2072500.0,,,,,,,,,,False
Miguel Bleis,BOS,RF,2022,A+,18.4166666,45,sa3016834,20 / 50,25 / 60,45 / 60,50 / 50,,,,,,305.0,331.0,15380000.0,,,,,,,,,,False
Tyler McDonough,BOS,CF,2022,AAA,23.3305555,40+,sa3016869,30 / 50,30 / 40,45 / 45,50 / 50,,,,,,476.0,490.0,4575000.0,,,,,,,,,,False
Corey Rosier,SDP,CF,2022,AAA,22.9,40,sa3016961,30 / 50,30 / 35,40 / 40,70 / 70,,,,,,408.5,381.0,5392500.0,,,,,,,,,,False
Izaac Pacheco,DET,3B,2022,A+,19.7027777,40,sa3016969,20 / 30,25 / 55,60 / 65,45 / 30,,,,,,271.0,301.0,5992499.999999999,,,,,,,,,,False
Joshua Baez,STL,RF,2022,A,19.0916666,40,sa3017022,20 / 40,25 / 60,60 / 70,50 / 40,,,,,,178.5,184.0,6870000.0,,,,,,,,,,False
Alex Binelas,BOS,3B,2022,AAA,22.1805555,40+,sa3017044,35 / 60,30 / 50,50 / 50,30 / 30,,,,,,237.5,278.0,6165000.0,,,,,,,,,,False
Marcelo Mayer,BOS,SS,2022,AAA,19.6361111,55,sa3017114,25 / 60,20 / 55,45 / 55,40 / 40,,,,,,21.33333333333333,14.0,63600000.0,,,,,,,,,,False
Cody Morissette,MIA,2B,2022,AA,22.5416666,45,sa3017158,35 / 55,20 / 45,45 / 45,55 / 55,,,,,,449.0,465.0,12700000.0,,,,,,,,,,False
Benny Montgomery,COL,CF,2022,AA,19.8944444,45,sa3017169,20 / 50,20 / 40,45 / 60,70 / 70,,,,,,94.0,101.0,19980000.0,,,,,,,,,,False
Colson Montgomery,CHW,3B,2022,AAA,20.4277777,45,sa3017170,30 / 45,30 / 60,50 / 65,50 / 40,,,,,,156.25,156.0,18880000.0,,,,,,,,,,False
Wes Kath,CHW,3B,2022,A+,19.9944444,40+,sa3017172,20 / 40,25 / 50,45 / 55,50 / 45,,,,,,301.5,327.0,5797499.999999999,,,,,,,,,,False
Reed Trimble,BAL,CF,2022,AA,22.1527777,40+,sa3017180,30 / 40,35 / 50,50 / 55,60 / 60,,,,,,477.0,491.0,4567500.0,,,,,,,,,,False
James Triantos,CHC,2B,2022,AAA,19.5055555,50,sa3017295,25 / 70,20 / 55,45 / 50,50 / 50,,,,,,110.6,130.0,26675000.0,,,,,,,,,,False
Ethan Wilson,PHI,LF,2022,AAA,22.7333333,45,sa3017329,30 / 50,30 / 50,60 / 60,55 / 55,,,,,,274.5,303.0,15939999.999999998,,,,,,,,,,False
Joe Mack,MIA,C,2022,AA,19.5944444,40+,sa3017374,20 / 45,20 / 50,50 / 60,45 / 40,,,,,,288.0,315.0,5887500.0,,,,,,,,,,False
Tyler Whitaker,HOU,RF,2022,A+,19.9972222,35+,sa3017376,20 / 40,25 / 50,50 / 60,50 / 45,,,,,,309.0,405.0,1737500.0000000002,,,,,,,,,,False
Jose Torres,CIN,SS,2022,AAA,22.8416666,40,sa3017396,30 / 45,30 / 40,40 / 45,60 / 60,,,,,,319.0,411.0,5167500.0,,,,,,,,,,False
Denzel Clarke,OAK,CF,2022,AA,22.25,40,sa3017426,30 / 40,30 / 55,60 / 70,55 / 50,,,,,,322.0,341.0,5692500.0,,,,,,,,,,False
Jordan Viars,PHI,CF,2022,A+,19.0361111,40,sa3017429,25 / 50,20 / 50,45 / 55,45 / 40,,,,,,274.0,396.0,5280000.0,,,,,,,,,,False
Carlos Colmenarez,TBR,SS,2022,A,18.7111111,45+,sa3017480,25 / 55,25 / 55,45 / 55,55 / 55,,,,,,153.2,143.0,19140000.0,,,,,,,,,,False
Christian Franklin,CHC,CF,2022,AA,22.6694444,40+,sa3017510,30 / 40,35 / 45,50 / 50,50 / 50,,,,,,292.5,319.0,5857499.999999999,,,,,,,,,,False
Noah Miller,MIN,SS,2022,AA,19.7194444,40+,sa3017512,25 / 60,20 / 45,40 / 45,40 / 40,,,,,,454.0,469.0,4732500.0,,,,,,,,,,False
Kahlil Watson,MIA,SS,2022,AA,19.2916666,50,sa3017513,20 / 40,25 / 60,50 / 60,60 / 60,,,,,,35.666666666666664,29.0,43340000.0,,,,,,,,,,False
Edwin Arroyo,SEA,SS,2022,ST,18.9333333,40+,sa3017626,20 / 40,25 / 50,45 / 50,50 / 50,,,,,,481.0,496.0,4530000.0,,,,,,,,,,False
Harry Ford,SEA,C,2022,AA,19.4444444,45+,sa3017627,25 / 50,25 / 55,55 / 60,60 / 60,,,,,,87.5,92.0,21440000.0,,,,,,,,,,False
Aaron Zavala,TEX,RF,2022,AA,22.1027777,40+,sa3017665,35 / 60,30 / 35,45 / 50,50 / 50,,,,,,236.3333333333333,252.0,6360000.0,,,,,,,,,,False
Brady House,WSN,3B,2022,AAA,19.1583333,50,sa3017694,20 / 45,20 / 60,60 / 70,45 / 40,,,,,,55.125,48.0,39160000.0,,,,,,,,,,False
T.J. White,WSN,CF,2022,A+,19.0222222,40,sa3017697,20 / 30,25 / 55,55 / 70,60 / 60,,,,,,330.0,416.0,5130000.0,,,,,,,,,,False
Carson Williams,TBR,SS,2022,AA,19.1,45,sa3017795,30 / 50,30 / 50,40 / 50,50 / 55,,,,,,283.0,309.0,15819999.999999998,,,,,,,,,,False
Dyan Jorge,COL,CF,2022,A+,19.3694444,40+,sa3018387,20 / 40,20 / 45,40 / 55,60 / 60,,,,,,398.0,377.0,5422500.0,,,,,,,,,,False
Diego Benitez,ATL,3B,2022,CPX,17.7,40+,sa3018391,25 / 55,20 / 50,45 / 55,40 / 40,,,,,,327.0,344.0,5670000.0,,,,,,,,,,False
Jaison Chourio,CLE,RF,2022,A,17.2,40,sa3018399,25 / 55,20 / 45,20 / 45,45 / 50,,,,,,452.0,468.0,4739999.999999999,,,,,,,,,,False
Cristhian Vaquero,WSN,CF,2022,A,17.8833333,45+,sa3018403,20 / 50,25 / 60,45 / 60,60 / 55,,,,,,98.33333333333331,175.0,18500000.0,,,,,,,,,,False
Ricardo Cabrera,CIN,2B,2022,A,17.7527777,40,sa3018405,25 / 60,20 / 45,35 / 50,50 / 45,,,,,,215.5,261.0,6292500.0,,,,,,,,,,False
Lazaro Montes,SEA,RF,2022,A+,17.775,40+,sa3018409,20 / 45,25 / 60,50 / 70,40 / 50,,,,,,228.5,270.0,6225000.0,,,,,,,,,,False
Jonathan Mejia,STL,SS,2022,CPX,17.3027777,40+,sa3018411,25 / 60,20 / 45,30 / 45,55 / 55,,,,,,491.0,506.0,4500000.0,,,,,,,,,,False
Alexis Hernandez,CHC,SS,2022,A,17.5944444,40,sa3018413,20 / 50,20 / 40,30 / 45,55 / 60,,,,,,495.0,510.0,4500000.0,,,,,,,,,,False
Freili Encarnacion,BOS,3B,2022,A,17.5138888,35+,sa3018414,20 / 45,20 / 50,40 / 55,45 / 40,,,,,,450.0,466.0,1585000.0,,,,,,,,,,False
Won-Bin Cho,STL,LF,2022,A+,18.9472222,35+,sa3019526,20 / 40,25 / 55,45 / 60,40 / 40,,,,,,268.5,299.0,2002500.0,,,,,,,,,,False
Ronaldo Hernandez,BOS,C,2022,,24.7222222,45,sa881850,30 / 35,40 / 45,60 / 60,30 / 30,,,,,,484.0,498.0,12040000.0,,,,,,,,,,False
Matt Fraizer,PIT,CF,2022,AA,24.5527777,45+,sa918983,40 / 50,40 / 50,50 / 50,55 / 55,,,,,,256.0,286.0,16279999.999999998,,,,,,,,,,False
Jhailyn Ortiz,PHI,RF,2022,,23.7027777,40,sa920180,30 / 40,35 / 60,70 / 70,40 / 30,,,,,,297.0,402.0,5235000.0,,,,,,,,,,False
Brent Honeywell,OAK,SP,2022,,27.3361111,40,16466,,,,,50 / 50,,60 / 60,,60 / 60,360.0,425.0,5062500.0,,,,,,,,,,True
Daulton Jefferies,OAK,SP,2022,AAA,26.9972222,45,19345,,,,,45 / 45,50 / 50,60 / 60,,60 / 60,266.3333333333333,258.0,16840000.0,,,,,,,,,,False
Forrest Whitley,HOU,MIRP,2022,MLB,24.8777777,40,19586,,,,,60 / 60,55 / 55,30 / 35,60 / 60,60 / 60,199.0,249.0,6382500.0,,,,,,,,,,False
Reiver Sanmartin,CIN,SP,2022,AAA,26.2944444,35+,19754,,,,,30 / 30,45 / 45,60 / 60,,50 / 50,420.0,453.0,1617500.0,,,,,,,,,,False
Tucker Davidson,ATL,MIRP,2022,,26.35,40,19871,,,,,45 / 45,60 / 60,40 / 40,55 / 55,40 / 40,276.5,375.0,5437500.0,,,,,,,,,,False
